Sum of receipts,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Grand Total
IYC CHICAGO,,,17.2,583.78,1853.5,1202.55,1106.08,844.91,849.59,1013.51,1551.79,34.4,464.14,91,398.77,2077.46,1073.47,1165.56,1187.59,1032.21,1020.07,611.44,255.88,470.37,5043.99,577.77,24527.03
IYC HARRISBURG,1048.79,672.78,643.18,2575.87,1106.17,1181.09,518.4,5889.13,10262.46,12981.78,4439.81,5640.2,4142.94,6614.85,4870.54,1170.89,2267.23,2485.69,2538.84,2965.05,1757.77,1016.33,843.66,1767.12,1663.92,350.04,81414.53
IYC JOLIET JUVENILE CENTER,321.35,1736.45,568.8,2426.08,199.53,2259.06,454.54,85.02,7955.77,2793.25,,5189.11,2830.23,3864.16,1771.43,1200.81,1880.5,,,,,,,,,,35536.09
IYC MURPHYSBORO,149.99,343.76,884.5,338.28,81.5,438.06,847.97,550.21,186.54,403.97,18251.03,19221.65,161.2,141.23,215.62,90.36,143.48,,,,,,,,,,42449.35
IYC PERE MARQUETTE,75.05,48.27,376.79,70.42,317.12,35,45.21,305.82,16.22,,99.24,40,129,1192.13,543.74,370.44,633.42,495.8,1610.08,394.6,372.9,780.48,465.4,308.33,571.99,420.09,9717.54
IYC ST. CHARLES,1894.48,2202.86,4095.36,5980.81,5746.12,2530.23,4950.88,3094.21,4422.15,7238.02,3394.73,3919.25,3127.24,2404.2,4106.55,2411.36,1788.55,4097.51,4303.94,8261.55,2078.72,985.57,7943.74,51.85,104.41,5330.74,96465.03
IYC VALLEY VIEW,703.34,780.33,2030.54,1560.27,1841.18,83.46,,,,,,,,,,,,,,,,,,,,,6999.12
IYC WARRENVILLE,50,359.5,333.82,122.26,1319.47,716.51,304.63,897.08,98.51,30,1685.62,,,,,3015.86,693.84,332.02,75,26133.81,596.35,454.38,1005.99,,116.29,2264.24,40605.18
JACKSONVILLE CORRECTION CTR,2731.96,452.44,805.86,257.1,2818.66,2184.64,11833.55,405.43,515.52,421.22,456.49,522.5,321.31,1425.52,326.96,460.22,519.78,1019.79,836.92,1946.7,394.55,22.59,199.74,691.42,1422.06,227.01,33219.94
JACKSONVILLE MH/DD CENTER,2009.67,3960.03,1403.43,2569.6,1946.21,1953.12,1263.53,2369.8,3267.13,2071.65,11634.44,542.8,577.43,1639.19,384.61,33176.21,,,,,,,,,,,70768.85
JACKSONVILLE STATE HOSPITAL,1322275.3,1235362.76,1154810,1006712.83,1083776.03,2047601.34,1422812.92,1385173.44,1442622.19,1396512.14,1464684.72,1511251.14,1246338.21,1724693,1365586.93,519853.02,,,,,,,,,,,21330065.97
JOHN J. MADDEN MH/DD CENTER,29332.13,31797.27,27474.86,33117.48,30415.62,32580,34816.06,31527.81,37512.17,33013.16,42388.1,34541.59,34600.48,49825.38,41257.67,58278.8,42682.71,54129.27,43955.49,43189.55,60036.94,86936.58,78699.93,83552.46,61813.9,74407.02,1211882.43
JOHN J. MADDEN ZONE CENTER,503016.81,332928.81,442132.66,483190.5,401973.78,550937.72,182471.71,19579.17,21331.37,342329.89,311358.47,223559.27,10309.4,19337.11,1033325.84,278832.8,204805.86,152167.08,121452.79,57415.01,100222.24,3133.98,403049.72,111568.72,14382.58,3864.73,6328678.02
JOLIET CORRECTIONAL CENTER,5582.02,6549.45,4663.56,2379.45,4332.2,351.91,28.57,,,,,,,,,,,,,,,,,,,,23887.16
JOLIET TREATMENT CENTER,,,,,,,,,,,,,,,,,,,,,215.35,263.7,355.26,262.62,243.4,2254.88,3595.21
JUNIOR COLLEGE,6097997.63,5866490.73,11707618.42,10884256.86,19664826.21,19300522.54,14204265.67,10304039.87,7660010.73,12445931.8,6384662.02,6475490.53,26373486.83,17666104.67,6459738.92,6105102.3,15932932.02,15835745.28,34874636.99,22227727.32,3656682.08,10003189.05,5978639.92,3300238.72,7085299.16,17498169.11,323993805.4
JUVENILE DIVISION-FIELD SERV,58,26616.21,117.37,,,,,,,,,,,,,,,,,,,,,,,,26791.58
KEWANEE IYC,,,,,76.38,626.64,365.43,584.38,254.79,273.1,214.36,553.4,440.03,740.21,690.38,587.2,32.78,824.38,928.12,1183.27,900.24,,,,,,9275.09
KEWANEE LIFE SKILLS RE-ENTRY,,,,,,,,,,,,,,,,,,,,,161,280.94,177.04,45,641.43,216.93,1522.34
LABOR STANDARDS,4000,3300,3400,5600,4550,8500,2500,3525,2050,1900,1500,3250,4950,1710,1100,,,,,,,,,,,,51835
LAND  MORTGAGE  PAYMENTS,11052.55,8889.46,39330.75,71685.27,7663.41,7663.41,7663.41,76236.8,,,,,,,,,,,,,,,,,,,230185.06
LAWRENCE CORRECTIONAL CENTER,,,,,143.65,1320.85,748.08,376.49,654.73,1676.69,1914.94,1924.36,3139.84,6691.33,8716.95,3428.24,6178.77,2819.31,3106.05,5724.39,5469.11,3759.25,1288.11,5915.04,8850.5,297.05,74143.73
LEASES ON LAND,435929.69,481964.65,516893.54,541982.53,444721.99,524294.69,499701.53,551078.18,649320.8,627288.03,701452.37,767626.71,858883.38,1785909.27,1375840.38,1409442.78,1125380.22,2222074.39,1665872.78,1229010.45,1403663.7,1271655.68,1251484.35,1065632.32,1101245.09,537187.05,25045536.55
LINCOLN CORRECTIONAL CENTER,1016.14,599.28,2160.74,807.27,1312.5,1227.74,518.12,1065.87,30.71,1122.54,1193.57,1923.38,1346.52,3245.71,1599.5,2471.34,1478.6,3551.2,2083.46,2036.63,2092.2,2723.79,2694.85,4491.18,1286.66,16473.77,60553.27
LINCOLN DEVELOPMENTAL CENTER,16214.4,7963.64,20250.67,8669.37,7311.84,3178.3,23,49.99,,,,,,,,,,,,,,,,,,,63661.21
LINCOLN STATE SCHOOL,1860948.19,1803519.23,1769044.78,1868692.8,1709560.55,336409.24,,3207.33,,,20,,,,,,,,,,,,,,,,9351402.12
LOAN REPAYMENTS,1114797.14,1514339.36,1018217.7,836432.91,1219438.67,1276508.65,966941.86,1026762.08,933215.38,939105.62,529564.33,466570.24,654197.72,524092.6,306270.56,292831.61,273513.74,281427.14,288083.82,177096.2,17055.39,20939.22,13179,21256,18078,66678,14796592.94
LOAN REPAYMENTS-INTEREST,9790785.66,10999668.92,11628747.06,12576878.33,13663024.03,12227728.15,16525353.29,17388010.25,19226092.63,20937554.77,21816064.11,18712206.86,17983923,18303078.03,18778635.34,17978137.94,12756177.06,7404606.23,15384690.88,12859541.96,10957013.19,25899896.42,9983115.68,27035314.27,6326490.82,6979141.1,394121876
LOAN REPAYMENTS-PRINCIPAL,95666440.72,106974563.8,114273265.8,103133549,111035664.2,103327382.5,98294347.31,93337778.09,94858852.73,106870348.3,112710611.1,129252253.3,137679518,156710635.8,149643195.8,178401299.8,134812744.1,88982465.52,170295524.7,162815044.5,147085468.7,169673078.7,125206987.4,191795538.1,114948255.1,60627133.29,3258411946
LOCAL AIRPORTS,,,,,,1387894.64,230344.65,19531.29,19531.29,19531.3,,,,,,,,,,,,,,,,,1676833.17
LOGAN CORRECTIONAL CENTER,5206.74,2875.38,327.25,724.23,13610.22,7349.8,6455.27,4221.09,1913.58,3918.21,2488.5,4699.53,2316.55,2723.17,2679.8,2258,2441.74,1814.5,3157.84,2806.9,3346.41,14315.87,8139.27,1364.12,25145.8,7212.16,133511.93
MADDEN MENTAL HEALTH CTR,259.04,7354.85,375.76,,,,300,650,600,550,350,,,,,,,,,,,,,,,,10439.65
"MEAT, POULTRY, LIVESTOCK",394450.4,267798.86,218761.02,282624.72,259360.98,327156.89,252716.73,264826.25,271847.7,282618.39,253485.52,272460.76,256229.05,275923.47,239008.76,174229.38,157496.82,170596,206359.3,193428.35,104605.8,113959.17,154381,397849.59,485899.2,396225,6674299.11
MEDICAID PAYMENTS,,,,,11101,188721,319238.3,436685.7,475566,444416.5,450452.5,448637.99,573711.04,722874.82,702150.65,659017.52,661519.63,679991.51,700396.5,654023.78,642450.3,575636.65,415006.47,8842,17432,1638,9789509.86
MEDICAID SPENDDOWN PAYMENTS,,,,,,,,,,,,451530.88,1229568,1504062.63,1671212.61,1774439.36,1860736.52,1852077.39,1776049.33,1700856.17,1752139.99,1761597.36,1848920.95,514040.83,129118.96,56186.37,19882537.35
MEDICAL,18936377.67,19485947.97,22837489.03,21514109.32,25740349.44,25447771.18,29028606.59,30543193.45,30219631.86,28003059.89,26741747.31,25794149.06,34744351.73,29339430.5,30559848.63,32710815.81,34461068.1,26020433,26296395.25,25948574.67,25909721.84,28254736.04,25629152.1,21792685.03,29191588.13,24765127.71,699916361.3
MEDICAL-CIRCUIT   CLERK,17366.97,65240.28,26295.06,14710.54,67581.15,81801.29,192995.22,39323.94,56892.65,42312.22,54893.3,32310.64,17557.58,21322.48,40849.61,15990.64,44409.64,34016.53,109995.01,226414.14,715820.32,17931.21,3602.98,36027.82,39626.29,94715.38,2110002.89
MEGA PASS PURCHASE,,,,277110,230674,4545,,,,,,,,,,,,,,,,,,,,,512329
MENARD CORRECTIONAL CENTER,4433.4,4905.86,11027.01,4874.07,2516.67,4986.03,2399.25,1040.03,725.44,549.62,1735.9,673.38,1041.17,4058.5,2560.54,959.04,1062.43,1997.28,1576.01,1586.12,1710.95,1780.69,2047.83,2446.88,55820.75,227747.34,346262.19
MISC COLLECTION-CENTRAL OFFICE,1261.57,21362.79,10049.62,30385.45,45752.71,78406.48,24247.98,17527.84,7946.25,7130.84,12839.57,11046.12,7908.73,75693.66,83560.91,4758.91,339503.84,15711.6,26848.37,329470.76,74979.38,3926.05,3762.35,6947.73,1525.6,3954.32,1246509.43
NEWSLETTER,5934,3079.5,10379,10089,9021.5,8576,9174.5,285,,,,,,,,,,,,,,,,,,,56538.5
NON MEDICAL-CIRCUIT CLERK,119242.98,1910,,,,,,,,,,,,,,,,,,,,,,,,,121152.98
NON-FAIR  ACTIVITY   FEE,681249.24,684336.82,840166.68,972300.47,1182415.61,923998.94,979929.22,1028614.14,1189440.96,1251990.05,1188638.31,1333472.61,1182329.29,1049423.37,1128140.63,1035878.28,988102.21,1007302.22,1072452.15,965983.1,959296.96,960715.25,736912.57,730325.73,1266840.51,1218340.82,26558596.14
NON-MEDICAL,1203978.96,461209.21,1985367.98,125674.81,120038.47,217302.7,358949,422454.03,525059.93,617693.58,835143.32,827054.26,710865.63,1072996.2,844835.02,409144.55,512199.26,427803.71,437992.07,448324.81,478297.62,763041.46,1143771.2,1107971.8,1408905.57,1252330.37,18718405.52
OPINION SALES,13278.14,9250.93,7392,12851.96,10011.5,5996,8452.1,7545,5723,5555.25,6336.25,4571.25,2989.5,4581.2,3636.3,40.95,458.4,1163.85,475.5,147.15,,,,,,,110456.23
OTHER CHARGES FOR SERVICES,,,,,18114.66,,,,,,,,,,,,,,,,,,,,,,18114.66
OTHER STATES,5933.5,131549.24,38520.69,83939,218851.41,168986.29,51862.59,248388.69,367777.63,168617.79,107516.52,443910.01,560598.03,546399.02,475073.56,498276.09,1100145.77,486755.13,268328.46,332168.87,343440.87,348761.21,403900.5,495319.97,435408.66,340276.74,8670706.24
PARTICIPANT PREPAYMENT,,63777887.52,46726251.61,51637742.66,80985595.65,117867104.9,118266960.1,120116134,122119547.2,120847041,134276109.4,127873925,111394629.6,131788378,137933243.1,129979319.4,132241917.7,146936358.1,143670224.7,151530070.7,152448080.4,152949879.6,148457248,136196330.6,68710585.01,107171109.5,2955901673
PHEASANT STAMP REPRINT ETC,10936.88,4737.57,1645.84,2459.24,,,,,,,,,,,,,,,,,,,,,,,19779.53
PINCKNEYVILLE CORRECTION CTR,,81.3,699.45,2067.63,333.23,3462.31,7031.12,2001.04,1751.85,1359.35,730.7,262.85,372.28,1066.86,2778.86,2506.8,2513.49,3484,4547.76,8731.2,5433.95,8036.44,879.53,10266.16,22620.6,6385.14,99403.9
PONTIAC CORRECTIONAL CENTER,5831.26,10047.57,9666.32,4658.53,4908.51,13843.12,3618.86,2832.58,4797.94,4201.15,6215.13,4821.56,4714.78,5808.4,11159.45,5620.73,6505.5,6141.28,2202.63,1130.47,2431.69,3321.76,4053.12,4695.16,5669.26,1824.77,140721.53
PRE-NEED SALES,56005,123200,92680,84740,69525,72870,65705.03,161655.54,69520,60680,69060,67585,71665,54570,62100,50015,63530,55190,57725,57470,58570,50160,55490,57830,65195,61645,1814380.57
PRINCIPAL/DRINKING WATER,,29361.75,414954.54,1475924.25,3041509.54,747377.72,2993815.71,2163743.13,3936542.33,5471900.21,9461839.97,10504405.83,12628513.54,14242697.92,26373640.99,32956377.54,15738279.55,8563576.6,37199433.48,40367000.27,22171295.68,19176833.59,3285562.38,2425511.94,5265100.72,5450579.23,286085778.4
PRISON INDUSTRY REVENUES,43519698.5,48572996.83,52738411.25,49951250.71,45367886.82,25792469.25,54724336.33,11017935.68,12362042.09,13503539.4,12683090.15,11976849.72,10882014.54,1432552.2,1518719.16,1695578.13,1504840.52,1740319.13,1696042.9,1378136.81,1301688.98,1319378.5,1256186.68,618457.33,252565.56,,408806987.2
PROFIT-INMATE COMMISSARY SALES,,,,,,,1484674.88,3486473.59,4571628.35,5276436.37,6063119.69,6515263.32,6200392.32,7145834.66,8966300.96,4895984.37,4457630.29,6262179.45,5392349.1,4281319.63,3119494.55,6401188.75,7110610.27,4524004.01,8107616.77,4125526.74,108388028.1
PROGRAM INCOME,251015.9,398103,249458.25,268600,206000,300500,159760,,,,,,,,,,,,,,,,,,,,1833437.15
PROPERTY,859647.73,780836.65,570664.3,563730.29,926888.42,1886306.87,2627691.27,2869409.88,3087869.23,3033403.77,3370094.29,3810618.17,4173791.71,4431714.58,5227672.58,5873328.41,6334915.77,6908676.21,13096627.95,6056111.93,6484404,6833543.89,6284274.77,6176192.78,6372720.22,6538516.62,115179652.3
PUBLIC HEALTH-FORMULARY,6800,6300,5550,4650,3400,2400,2150,200,,,,,,,,,,,,,,,,,,,31450
RAIL FREIGHT LOAN PROGRAM,176557.61,290046.7,256824.15,181802.87,295596.64,317625.53,290853.56,302868.7,311308.62,329195.15,160054.89,103933.63,218143.49,169208.86,84223.21,77242.19,79559.46,81946.24,84404.61,48555.46,,,,,,,3859951.57
RECIPIENT-ADMIN SUPPORT,483771.83,393461.98,665466.58,566482.77,547474.67,666824.94,687973.8,697969.39,695026.71,601145.71,623751.69,653024.71,512555.73,883958.36,806844.95,579952.84,893751.8,649989.61,458838.67,364731.5,269348.28,303609.35,275338.78,204745.71,213056.42,196812.54,13895909.32
RECIPIENT-EXCESS ASSISTANCE,4609207.08,3965533.14,6728680.94,7082729.79,6292253.55,6217239.55,5684753.68,5888707.36,5237395.76,4788681.2,4282636.43,4306893.72,4128446.1,4079166.24,3862337.97,3393871.22,3904486.51,4367205.9,3641944.34,4489090.85,2885092.77,2667582.38,2382793.43,2489518.95,1954278.3,2775064.71,112105591.9
RECIPIENT-FOOD STAMP PROGRAM,1502400.84,1097348.28,1763657.24,1582745.5,1473972.61,1412946.68,1345892.1,1415714.54,1442464.21,1488339.77,1660584.55,1917954.2,1851020.88,2270116.03,2129796.9,2024435.59,2801298.03,3654463.43,3908671.71,4713248.74,4355121.72,3825663.13,3494598.99,3613126.2,3211721.89,3352192.72,63309496.48
REFUGEE-ENTRANT PROGRAM,31772.55,38328.73,29053.23,12793.76,12573.97,22503.17,12934.1,7313.48,6263.56,5429.18,13546.97,3151,2151.53,3358.4,1246.49,2074,3657,5234.17,4776.75,5354.57,5510.44,1571,1294,1038.42,,,232930.47
REHABILITATION & EDUCATION,40389.31,10042.4,15552.38,11161.56,4922.31,612.83,928.46,475.31,2904.91,115.57,175.57,249.9,5668.09,143.4,36.9,794.33,404.28,22.11,3050,,,,604.94,,,87.2,98341.76
REIMBURSEMENT/THIRD PARTY,570491.31,419854.4,786895.5,247481.57,292966.17,443368.72,715821.45,741755.19,8237067.61,918334.84,995851.6,786216.61,831210.11,946212.82,942893.43,19635371.29,19777373.68,16517474.97,11736691.68,8361291.04,11662972.15,3742041.15,687409.51,635197.69,212310.87,403752.77,111248308.1
RENTAL INCOME,245460.75,249477.36,247520.78,218369,269896,299170.46,281744.85,466259.27,689589.16,77041.74,20018.2,27756.53,24663.24,13276.35,34828.54,20397.95,39212.05,33680.8,4446.6,12935.95,24915.2,26105.65,1182149.4,448579.2,552498.16,667294.55,6177287.74
REPAY LOAN GUARAN-PRINCIPAL,512225.86,493692.46,232921.17,436639.93,235978.99,369811.74,180815.79,54416.77,214184.08,85974.02,,35378.99,665201.57,,25676.19,,,,,,,,,,,,3542917.56
RETURNED COLLATERAL,,,,,,,,,,,,,,,19448.6,229168.5,183334.8,1078067.79,183346.68,91673.34,91666.66,91666.66,274999.98,183333.32,183333.32,183333.32,2793372.97
ROBINSON CORRECTIONAL CENTER,557.32,1427.68,1024.31,1310.91,933.88,1176.09,872.78,680.9,185.71,128.32,130.83,165.4,170.78,327.44,515.64,569.18,288.61,337.87,591.07,276.41,144.26,20,159.12,1276.61,2901.64,4184.48,20357.24
SALE OF LAND & STRUCTURES,7719.16,547197.43,24369.42,309910.91,238089.18,2992382.72,331384.7,4843026.09,5786175.69,,3752500,,,3,18000,163002.75,1539561,,1,,27787.94,567339.67,454950,56610.63,,36407884.43,58067895.72
SALE OF USED AUTOS & EQUIP,1081891.3,811201.95,981060.59,949692.56,997381.86,719241.35,451171.81,189179.13,162562.13,,,,,,208866.51,,34983.29,,5100,20816,,55938.64,39400,1000,92949.5,48904.9,6851341.52
SALES OF MERCHANDISE,,,,,,,,4815.5,13624.37,420,281,340,50,,,,,,,,,,,,,,19530.87
SALMON STAMP,256070.5,247921.5,236858,252148.5,267669.5,209710.5,252396,222552,289346,272124.68,258984.51,262213,265222.5,247846,262326,226045,263724,249242.25,325330.42,293818.32,291284.15,236604.3,266414.2,278386.75,315869,323600,6873707.58
SAM H. SHAPIRO MH/DD CENTER,3663143.67,3278014.67,3543164.62,3598765.13,3716826.87,4034888.24,4243309.62,4197638.34,4129784.95,4253759.53,4748093.19,4317940.09,4245281.25,4815222.04,4582961.67,4736554.24,4555312.89,4482409.74,4604142.68,4095674.52,3733172.47,3721236.56,4516254.77,4229542.64,4035282.4,4219188.85,108297565.6
SAMUEL H. SHAPIRO MH/DD CTR.,3793.5,2375.29,2338.8,3245.67,2613.23,3620.3,4245.14,3932.68,4561.54,2627.26,3558.96,2694.71,3352.26,1662.92,1610.46,3696.93,1355.17,2357.44,15967.15,4007.59,1396.23,1419.84,1594.17,991.47,1469.8,1879.11,82367.62
SCHOOL FOR VISUALLY IMPAIRED,1434.43,1740.28,5410.32,4813.02,1440.53,748.02,1215.45,408.26,320.42,272.62,217.75,1071.42,942.21,397.91,588.37,1061.37,563.04,590.73,2425.39,527.18,56.25,1117.59,0.57,,88,443.06,27894.19
SECURITIES DIVISION,12932932.87,12550891.97,14083155.87,16398070.23,15237924.37,15567847.2,34405649.9,32289624.59,34159261.27,37384250.25,38452257.78,41008459.28,40122817.89,43726142.86,43207183.49,43547979.65,39282231.47,40284922.19,41805534.93,40613912.14,42049129.22,40650877.18,40187007.44,1441538.15,36984928.89,45550450.44,843924981.5
SEXUALLY VIOLENT PROGRAM,,,,458.76,179.31,704.6,656.95,674.41,972.94,524.45,4310.81,2793.12,1190.25,1644.48,878.98,10653.92,16349.56,10880,8957.62,22833.61,8921.84,8344.31,6428.4,9948.18,7201.63,5555.52,131063.65
SHAWNEE CORRECTIONAL CENTER,3665.05,6847.04,5772.47,6540,6865.67,9130.25,8104.84,12856.79,1722.15,11957,7243.52,4496.16,8657.04,4023.94,1606.87,956.95,998.07,1659.37,1746.52,713.74,2763.13,3452.92,1669.42,2377.67,3894.01,3459.76,123180.35
SHERIDAN CORRECTIONAL CENTER,4867.16,4377.22,9458.41,5311.59,3483.54,7293.13,557.46,228.85,724.35,2734.09,1566.07,1803.89,207.38,268.05,177.95,41.5,95.82,169.14,11909.73,6131.77,2765.25,2116.3,466.93,163.75,13478.66,3336.25,83734.24
SOCIETY HORSE SHOW ADVANCE,95562,89937.75,93916,73712.5,79681,1980,,,,,,,,,,,,,,,,,,,,,434789.25
SOUTHWESTERN IL CORRECT CENTER,,,,,,,,,,168.5,,537.91,177.5,210.12,1511.22,176.64,632.18,780.7,587,1019.56,1494.56,1743.18,78.3,20,25.68,1450.73,10613.78
SPACE RENTALS/FAIR,1195086.11,1236362,1155647.43,975991.59,925587.45,3357086.12,4011340.34,3981253.95,4094207.1,3987724.79,3700841.34,4041394.6,4388987.43,4484504.03,5211477.81,6266225.35,6306313.66,5591308.7,5371908.5,7247646.07,5394354.8,6935205.34,4639490.17,853246.45,5619296.29,6273338.78,107245826.2
SPEED DEPARTMENT/FAIR,,10170,12848.5,,,,,,,,,,,,,,,,,,,,,,,,23018.5
SPONSORSHIP/ADVERT  REVENUE,,,,,,,,,54000,45000,,12500,1500,11952,,,623,3850,,,4000,1900,,,,,135325
SSI-INTERIM ASSISTANCE,1200,1685951.4,,,,,,,,,,,,,,,,,,,,,,,,,1687151.4
ST FAIR OPERATIONS-WESTERN,35844,33652.5,50709,37845,10345,2765,,,,,,,,,,,,,,,,,,,,,171160.5
STAMPS-INLAND TROUT,191604,174714,180048,190566,191773,155400,202813.5,173832,245275,210111.25,234210,250616,243174,238344,245172,227928,251024.5,243840.5,248312.5,257084.5,253869.5,254059.5,268785.5,328201.5,326852,329188.5,6116799.25
STATE   MUSEUM,5547.95,3383.14,6477.38,4251.36,3934.6,3944.02,2536.93,2809.08,2739.45,2564.4,2826.72,1519.9,1570.87,1923.2,1138.48,1541.29,964.57,889.1,690.29,480.74,462.2,241.02,483.13,339.13,391.65,323.77,53974.37
STATE ARCHIVES,21926.94,41055.46,10143.2,8072.12,7761.54,9982.55,46487.7,24005.9,24637.55,11344.2,13286.5,14484.15,8006.6,12239.5,8952.4,6544.5,5077.5,1210,1062.5,2918.5,2795,2795.5,42.5,7991,5044.5,2737428.58,3035296.39
STATE FAIR OPERATIONS-MISC,19434.75,11160,12508,3905.75,16224.11,,,,,,,,,,,,,,,,,,,,,,63232.61
STATE GEOLOGICAL SURVEY,254411.87,180014.46,174806.97,188458.87,170423.61,210100.88,188346.95,62363.01,54418.65,,,,,,,,,,,,,,,,,,1483345.27
STATE HIGHWAY POLICE,148085.88,71485.55,67985.23,100060.73,73657.45,88267.54,67615.05,68247.08,92939.63,115014.69,158712.24,252151.27,336303.79,407583.77,433087.57,677193.44,374464.85,379361.8,144068.56,219535.59,152085.9,84379.95,51607.68,181668.4,64703.98,66319.97,4876587.59
STATE LIBRARY,11940.73,8296.82,4356.74,6868.7,16598.64,7448.75,3815.93,677.07,576.72,550.17,327.36,3037.94,,335.13,55.09,69.82,347.29,142.5,41,520.98,435.22,141.41,152.13,2604.09,160.74,160.87,69661.84
STATE NATURAL HISTORY SURVEY,11685.53,7266.41,4702.06,276.4,548.31,469.23,611.04,268.17,163.33,,,,,,,,,,,,,,,,,,25990.48
STATE PSYCHIATRIC INSTITUTE,12400.9,12256.66,3151.71,975,2855,9313,1900,,,,,,,,,,,,,,,,,,,,42852.27
STATE WATER SURVEY,216.6,160.8,5,10,,,,,,,,,,,,,,,,,,,,,,,392.4
STATEVILLE CORRECTIONAL CTR,19153.67,8015.88,9652.79,8600.82,12607.64,2696.7,14944.74,15137.42,21722.28,13586.07,4662.64,5236.01,2151.93,4823.3,8275.17,1392.81,2595.1,20016.61,6422.63,2415.77,73498.18,3977.47,7985.36,15537.31,26325.08,18633.85,330067.23
SUBSCRIPTION OR PUBLICATION,369325.85,459460.39,318970.75,308127.64,340648.36,805344.23,796801.89,253171.54,244010.73,397959.5,194362.06,109257.42,89160.88,54714.89,288628.78,83597,67795.99,75708.27,194269.01,60443.58,45093.13,32008.45,16805.95,15178.65,198364.35,37002,5856211.29
TAMMS CORRECTIONAL CENTER,198.11,2036.82,631.76,1010.94,570.74,311.06,1315.56,419.2,338.46,570.14,723.1,562.17,276,317.95,707.11,202.41,21.96,,,,,,,,,,10213.49
TAYLORVILLE CORRECTIONAL CTR,5034.31,3433.11,3161.6,2877.76,5327.54,5480.8,2783.81,469.14,810.08,1832.23,181.42,171.42,130.73,43.37,228.72,319.82,77.5,583.43,2639.68,1025.44,631.29,1054.76,,781.1,6507.07,607.43,46193.56
TELEPHONE COMMISSIONS,,,,,1020964.96,4773814.9,5911613.5,4858326,5299992,5299992,5299992,5299992,5299992,5299927,4858326,5794665.28,5922131.64,6058000,11088665.38,12725809.65,8615925.69,,,,,,103428130
TENNESSEE VALLEY AUTHORITY,,,,,,,,,,,,,,,,,,,,,,,,,,367448.9,367448.9
THOMSON CORRECTIONAL CENTER,,,,,,,,,,30.86,236.93,809.13,789.18,421.43,,,,,,,,,,,,,2287.53
TICKET SALES/FAIR,1010267.25,570058.77,1152900,1056462,686749.85,54601,,,,,,,,,,,,,,,,,,,,,4531038.87
TINLEY PARK MH/DD CENTER,864865.19,561279.37,716918.84,796353.93,419847.95,1188555.98,711766.4,721046.6,682298.82,825726.66,677462.02,400720.01,33260.47,31749.03,12775.53,66602.31,5587.17,14380.37,17792.98,23131.8,56468.96,32211.54,9676.46,4206.98,12824.47,19113.5,8906623.34
TOLLS,275925199.8,261509460.4,253674290.1,234864611.6,225288697.5,209978686.4,212365100.8,211032045.6,193045234.5,160760645.9,144012334.6,128121708.5,123069146.2,495244379.1,791442284.4,960529219.2,1007314574,1119323729,1246521177,1299708717,1434866172,1433612777,1293879713,1304213951,1376525099,1492331656,17889160610
TRIAL ADVOCACY PROGRAM,24150,36025,34000,10700,48175,32100,27075,24975,28075,19050,,,,,,,,,,,,,,,,,284325
UNCLAIMED ASSETS,126919196.9,109298050.7,111844940.4,132504556.8,121703968.8,140111812.1,193224327.4,163981363.6,199855172.3,444620262.4,236729764.8,201054213.2,194147948.3,227631608.1,260679609.6,297914343.1,308894601.4,327251069.8,271551263.1,255541986.4,451744820.6,519064440.7,346454490.3,408621593.2,460607843,557813661.7,7069766909
