fy,fund,agency,source,interfund_trans,from_fund,source_name,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,source_name_AWM,rev_type,rev_type_name,amnesty,local,type_assigned
2019,0272,497,0653,0,9999,VETERAN'S ADMINISTRATION,8948377.35,rev ioc 12.11.2019,LASALLE VETERANS HOME,VETERANS' AFFAIRS,NA,NA,0272,0272,0,NA,1,LASALLE VETERANS HOME,D,Special State Funds,1,1,VETERAN'S ADMINISTRATION,57,Federal - Other,NA,NA,NA
2022,0896,482,0764,NA,NA,INDIRECT COST REIMBURSEMENT,8945259.02,NA,PUBLIC HEALTH SPEC STATE PROJ,PUBLIC HEALTH,NA,NA,0896,0896,0,NA,1,PUBLIC HEALTH SPEC STATE PROJ,I,State Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2020,0081,444,0618,0,9999,HEALTH AND HUMAN SERVICES,8787459.14,rev ioc 03.11.2020,VOCATIONAL REHABILITATION,HUMAN SERVICES,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2020,0408,444,0618,0,9999,HEALTH AND HUMAN SERVICES,8691112,rev ioc 03.11.2020,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,NA,NA,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2022,0408,444,0618,NA,NA,HEALTH AND HUMAN SERVICES,8617339,NA,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,NA,NA,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2020,0272,497,0653,0,9999,VETERAN'S ADMINISTRATION,8601875.49,rev ioc 03.11.2020,LASALLE VETERANS HOME,VETERANS' AFFAIRS,NA,NA,0272,0272,0,NA,1,LASALLE VETERANS HOME,D,Special State Funds,1,1,VETERAN'S ADMINISTRATION,57,Federal - Other,NA,NA,NA
2019,0397,478,0618,0,9999,HEALTH AND HUMAN SERVICES,8536415,rev ioc 12.11.2019,TRAUMA CENTER,HEALTHCARE & FAMILY SERVICES,NA,NA,0397,0397,0,NA,1,TRAUMA CENTER,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2019,0081,444,0618,0,9999,HEALTH AND HUMAN SERVICES,8196291.2,rev ioc 12.11.2019,VOCATIONAL REHABILITATION,HUMAN SERVICES,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2021,0896,482,0764,NA,NA,INDIRECT COST REIMBURSEMENT,8141257.98,NA,PUBLIC HEALTH SPEC STATE PROJ,PUBLIC HEALTH,I,STATE TRUST FUNDS,0896,0896,0,NA,1,PUBLIC HEALTH SPEC STATE PROJ,I,State Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2022,0476,406,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",8133856.15,NA,WHOLESOME MEAT,AGRICULTURE,NA,NA,0476,0476,0,NA,1,WHOLESOME MEAT,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0408,444,0664,NA,NA,USDA SUPPLIES COMMODITIES,8095567,NA,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,NA,NA,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,USDA SUPPLIES COMMODITIES,57,Federal - Other,NA,NA,NA
2019,0220,478,0618,0,9999,HEALTH AND HUMAN SERVICES,7876484,rev ioc 12.11.2019,DCFS CHILDREN'S SERVICES,HEALTHCARE & FAMILY SERVICES,NA,NA,0220,0220,0,NA,1,DCFS CHILDREN'S SERVICES,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0503,478,2306,NA,NA,ENHANCED FED FIN PART-ARRA,7820002,NA,ELECTRONIC HEALTH RECORD,HEALTHCARE & FAMILY SERVICES,D,SPECIAL STATE FUNDS,0503-B,0503,2,NA,1,ELECTRONIC HEALTH RECORD,D,Special State Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0503,478,2306,0,9999,ENHANCED FED FIN PART-ARRA,7746524,rev ioc 03.11.2020,ELECTRONIC HEALTH RECORD,HEALTHCARE & FAMILY SERVICES,NA,NA,0503-B,0503,2,NA,1,ELECTRONIC HEALTH RECORD,D,Special State Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0523,426,0629,0,9999,U S DEPARTMENT OF JUSTICE,7720367.79,rev ioc 03.11.2020,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2019,0408,444,0618,0,9999,HEALTH AND HUMAN SERVICES,7663905,rev ioc 12.11.2019,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,NA,NA,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0476,406,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",7622375.21,rev ioc 12.11.2019,WHOLESOME MEAT,AGRICULTURE,NA,NA,0476,0476,0,NA,1,WHOLESOME MEAT,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0476,406,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",7578748.68,rev ioc 03.11.2020,WHOLESOME MEAT,AGRICULTURE,NA,NA,0476,0476,0,NA,1,WHOLESOME MEAT,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0470,350,0607,NA,NA,DEPARTMENT OF EDUCATION-FED,7568488.97,NA,LIBRARY SERVICES,SECRETARY OF STATE,NA,NA,0470,0470,0,NA,1,LIBRARY SERVICES,G,Federal Trust Funds,1,1,DEPARTMENT OF EDUCATION-FED,57,Federal - Other,NA,NA,NA
2021,0285,478,0674,NA,NA,HEALTH STANDARDS QUALITY,7500000,NA,LONG TERM CARE MONITOR/RECEIVE,HEALTHCARE & FAMILY SERVICES,D,SPECIAL STATE FUNDS,0285,0285,0,NA,1,LONG TERM CARE MONITOR&RECEIVE,D,Special State Funds,1,1,HEALTH STANDARDS QUALITY,57,Federal - Other,NA,NA,NA
2021,0272,497,0653,NA,NA,VETERAN'S ADMINISTRATION,7436180.76,NA,LASALLE VETERANS HOME,VETERANS' AFFAIRS,D,SPECIAL STATE FUNDS,0272,0272,0,NA,1,LASALLE VETERANS HOME,D,Special State Funds,1,1,VETERAN'S ADMINISTRATION,57,Federal - Other,NA,NA,NA
2022,0617,511,0702,NA,NA,VIA OTHER IL STATE AGENCY,7427520.82,NA,CDB CONTRIBUTORY TRUST,CAPITAL DEVELOPMENT BOARD,NA,NA,0617,0617,0,NA,0,CDB CONTRIBUTORY TRUST,I,State Trust Funds,0,0,VIA OTHER IL STATE AGENCY,57,Federal - Other,NA,NA,NA
2022,0211,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,7416110,NA,DHS TECHNOLOGY INITIATIVE,HEALTHCARE & FAMILY SERVICES,NA,NA,0211-B,0211,2,NA,1,DHS TECHNOLOGY INITIATIVE,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0220,478,0618,0,9999,HEALTH AND HUMAN SERVICES,7392453,rev ioc 03.11.2020,DCFS CHILDREN'S SERVICES,HEALTHCARE & FAMILY SERVICES,NA,NA,0220,0220,0,NA,1,DCFS CHILDREN'S SERVICES,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2019,0896,482,0764,0,9999,INDIRECT COST REIMBURSEMENT,7313546.76,rev ioc 12.11.2019,PUBLIC HEALTH SPEC STATE PROJ,PUBLIC HEALTH,NA,NA,0896,0896,0,NA,1,PUBLIC HEALTH SPEC STATE PROJ,I,State Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2021,0211,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,7310237,NA,DHS TECHNOLOGY INITIATIVE,HEALTHCARE & FAMILY SERVICES,I,STATE TRUST FUNDS,0211-B,0211,2,NA,1,DHS TECHNOLOGY INITIATIVE,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2020,0991,422,0626,0,9999,"INTERIOR, DEPARTMENT OF",7223794.22,rev ioc 03.11.2020,ABANDONED MINED LANDS RECLAM,"NATURAL RESOURCES",NA,NA,0991,0991,0,NA,1,ABANDONED MINED LANDS RECLAM,G,Federal Trust Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0001,444,1336,NA,NA,CCDBG MANDATORY,7047839,NA,GENERAL REVENUE,HUMAN SERVICES,A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,CCDBG MANDATORY,57,Federal - Other,NA,NA,NA
2022,0904,493,0618,NA,NA,HEALTH AND HUMAN SERVICES,6922859.28,NA,IL STATE POLICE FEDERAL  PROJS,STATE POLICE,NA,NA,0904,0904,0,NA,1,IL STATE POLICE FEDERAL  PROJS,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2020,0408,444,0664,0,9999,USDA SUPPLIES COMMODITIES,6872739,rev ioc 03.11.2020,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,NA,NA,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,USDA SUPPLIES COMMODITIES,57,Federal - Other,NA,NA,NA
2022,0927,466,0604,NA,NA,"DEFENSE,DEPARTMENT OF",6872254.19,NA,IL NATNL GUARD ARMORY CONSTR,MILITARY AFFAIRS,NA,NA,0927,0927,0,NA,1,IL NATNL GUARD ARMORY CONSTR,D,Special State Funds,1,1,"DEFENSE,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0050,444,2104,0,9999,MEDICARE PART D,6828383.39,rev ioc 03.11.2020,MENTAL HEALTH,HUMAN SERVICES,NA,NA,0050,0050,0,NA,1,MENTAL HEALTH,D,Special State Funds,1,1,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2019,0211,478,0618,0,9999,HEALTH AND HUMAN SERVICES,6783289,rev ioc 12.11.2019,DHS TECHNOLOGY INITIATIVE,HEALTHCARE & FAMILY SERVICES,NA,NA,0211-B,0211,2,NA,1,DHS TECHNOLOGY INITIATIVE,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2022,0050,444,2104,NA,NA,MEDICARE PART D,6753735,NA,MENTAL HEALTH,HUMAN SERVICES,NA,NA,0050,0050,0,NA,1,MENTAL HEALTH,D,Special State Funds,1,1,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2021,0808,478,0675,NA,NA,MEDICAL ADMINISTRATION,6752981,NA,MEDICAL SPECIAL PURPOSE TRUST,HEALTHCARE & FAMILY SERVICES,D,SPECIAL STATE FUNDS,0808,0808,0,NA,1,MEDICAL SPECIAL PURPOSE TRUST,D,Special State Funds,1,1,MEDICAL ADMINISTRATION,57,Federal - Other,NA,NA,NA
2022,0636,420,0640,NA,NA,SMALL BUSINESS ADMIN,6690769.83,NA,COMMERCE & COMM AFFAIRS ASST,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0636-B,0636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,SMALL BUSINESS ADMIN,57,Federal - Other,NA,NA,NA
2020,0617,511,0702,0,9999,VIA OTHER IL STATE AGENCY,6656659,rev ioc 03.11.2020,CDB CONTRIBUTORY TRUST,CAPITAL DEVELOPMENT BOARD,NA,NA,0617,0617,0,NA,0,CDB CONTRIBUTORY TRUST,I,State Trust Funds,0,0,VIA OTHER IL STATE AGENCY,57,Federal - Other,NA,NA,NA
2020,0560,586,1965,0,9999,DHHS-TRNG SCHOOL HEALTH PERSNL,6649375.15,rev ioc 03.11.2020,SBE FEDERAL AGENCY SERVICES,STATE BOARD OF EDUCATION,NA,NA,0560,0560,0,NA,1,SBE FEDERAL AGENCY SERVICES,G,Federal Trust Funds,1,1,DHHS-TRNG SCHOOL HEALTH PERSNL,57,Federal - Other,NA,NA,NA
2022,0408,444,0677,NA,NA,REFUGEE/ENTRANT PROGRAM,6635474,NA,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,NA,NA,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,REFUGEE/ENTRANT PROGRAM,57,Federal - Other,NA,NA,NA
2021,0904,493,0618,NA,NA,HEALTH AND HUMAN SERVICES,6588220.16,NA,IL STATE POLICE FEDERAL  PROJS,STATE POLICE,G,FEDERAL TRUST FUNDS,0904,0904,0,NA,1,IL STATE POLICE FEDERAL  PROJS,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2021,0408,444,0664,NA,NA,USDA SUPPLIES COMMODITIES,6583686,NA,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,G,FEDERAL TRUST FUNDS,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,USDA SUPPLIES COMMODITIES,57,Federal - Other,NA,NA,NA
2019,0523,426,0629,0,9999,U S DEPARTMENT OF JUSTICE,6566874.17,rev ioc 12.11.2019,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2020,0904,493,0618,0,9999,HEALTH AND HUMAN SERVICES,6540085.21,rev ioc 03.11.2020,IL STATE POLICE FEDERAL  PROJS,STATE POLICE,NA,NA,0904,0904,0,NA,1,IL STATE POLICE FEDERAL  PROJS,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2021,0636,420,0640,NA,NA,SMALL BUSINESS ADMIN,6473331.61,NA,COMMERCE & COMM AFFAIRS ASST,COMMERCE AND ECONOMIC OPPORTUN,G,FEDERAL TRUST FUNDS,0636-B,0636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,SMALL BUSINESS ADMIN,57,Federal - Other,NA,NA,NA
2019,0050,444,2104,0,9999,MEDICARE PART D,6432486.6,rev ioc 12.11.2019,MENTAL HEALTH,HUMAN SERVICES,NA,NA,0050,0050,0,NA,1,MENTAL HEALTH,D,Special State Funds,1,1,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2020,0896,482,0764,0,9999,INDIRECT COST REIMBURSEMENT,6400647.32,rev ioc 03.11.2020,PUBLIC HEALTH SPEC STATE PROJ,PUBLIC HEALTH,NA,NA,0896,0896,0,NA,1,PUBLIC HEALTH SPEC STATE PROJ,I,State Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2020,0001,444,1337,0,9999,HEALTH/HUMAN SER-CCDBG MATCH,6294332,rev ioc 03.11.2020,GENERAL REVENUE,HUMAN SERVICES,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,HEALTH/HUMAN SER-CCDBG MATCH,57,Federal - Other,NA,NA,NA
2021,0050,444,2104,NA,NA,MEDICARE PART D,6293082.54,NA,MENTAL HEALTH,HUMAN SERVICES,D,SPECIAL STATE FUNDS,0050,0050,0,NA,1,MENTAL HEALTH,D,Special State Funds,1,1,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2021,0991,422,0626,NA,NA,"INTERIOR, DEPARTMENT OF",6247688.68,NA,ABANDONED MINED LANDS RECLAM,"NATURAL RESOURCES",G,FEDERAL TRUST FUNDS,0991,0991,0,NA,1,ABANDONED MINED LANDS RECLAM,G,Federal Trust Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0509,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,6236708,NA,DHS COMMUNITY SERVICES,HEALTHCARE & FAMILY SERVICES,D,SPECIAL STATE FUNDS,0509-B,0509,2,NA,1,DHS COMMUNITY SERVICES,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2019,0592,444,0624,0,9999,HOUSING & URBAN DEVELOPMENT,6181213.29,rev ioc 12.11.2019,DHS FEDERAL PROJECTS,HUMAN SERVICES,NA,NA,0592,0592,0,NA,1,DHS FEDERAL PROJECTS,G,Federal Trust Funds,1,1,HOUSING & URBAN DEVELOPMENT,57,Federal - Other,NA,NA,NA
2022,0720,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,6131932,NA,MEDICAL INTERAGENCY PROGRAM,HEALTHCARE & FAMILY SERVICES,NA,NA,0720,0720,0,NA,1,MEDICAL INTERAGENCY PROGRAM,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0476,406,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",6017235.5,NA,WHOLESOME MEAT,AGRICULTURE,G,FEDERAL TRUST FUNDS,0476,0476,0,NA,1,WHOLESOME MEAT,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0206,587,1970,NA,NA,FED ELECT ASSIST-IND W/DISABLT,5897067,NA,HELP ILLINOIS VOTE,STATE BOARD OF ELECTIONS,D,SPECIAL STATE FUNDS,0206,0206,0,NA,1,HELP ILLINOIS VOTE,D,Special State Funds,1,1,FED ELECT ASSIST-IND W/DISABLT,57,Federal - Other,NA,NA,NA
2021,0470,350,0607,NA,NA,DEPARTMENT OF EDUCATION-FED,5881004.29,NA,LIBRARY SERVICES,SECRETARY OF STATE,G,FEDERAL TRUST FUNDS,0470,0470,0,NA,1,LIBRARY SERVICES,G,Federal Trust Funds,1,1,DEPARTMENT OF EDUCATION-FED,57,Federal - Other,NA,NA,NA
2022,0063,482,0728,NA,NA,SBE FED DEPT OF EDUCATION,5750000,NA,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,SBE FED DEPT OF EDUCATION,57,Federal - Other,NA,NA,NA
2019,0257,422,0626,0,9999,"INTERIOR, DEPARTMENT OF",5700000,rev ioc 12.11.2019,AML RECLAMATION SET ASIDE,"NATURAL RESOURCES",NA,NA,0257,0257,0,NA,1,AML RECLAMATION SET ASIDE,I,State Trust Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0927,466,0604,0,9999,"DEFENSE,DEPARTMENT OF",5642268,rev ioc 03.11.2020,IL NATNL GUARD ARMORY CONSTR,MILITARY AFFAIRS,NA,NA,0927,0927,0,NA,1,IL NATNL GUARD ARMORY CONSTR,D,Special State Funds,1,1,"DEFENSE,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0636,420,0640,0,9999,SMALL BUSINESS ADMIN,5612717.79,rev ioc 12.11.2019,COMMERCE & COMM AFFAIRS ASST,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0636-B,0636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,SMALL BUSINESS ADMIN,57,Federal - Other,NA,NA,NA
2020,0257,422,0626,0,9999,"INTERIOR, DEPARTMENT OF",5600000,rev ioc 03.11.2020,AML RECLAMATION SET ASIDE,"NATURAL RESOURCES",NA,NA,0257,0257,0,NA,1,AML RECLAMATION SET ASIDE,I,State Trust Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0144,586,0768,NA,NA,"EDUCATION, US DEPARTMENT OF",5517404.65,NA,SBE SPECIAL PURPOSE TRUST,STATE BOARD OF EDUCATION,NA,NA,0144,0144,0,NA,1,SBE SPECIAL PURPOSE TRUST,I,State Trust Funds,1,1,"EDUCATION, US DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0904,493,0618,0,9999,HEALTH AND HUMAN SERVICES,5475560.41,rev ioc 12.11.2019,IL STATE POLICE FEDERAL  PROJS,STATE POLICE,NA,NA,0904,0904,0,NA,1,IL STATE POLICE FEDERAL  PROJS,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2020,0907,416,2104,0,9999,MEDICARE PART D,5457588.05,rev ioc 03.11.2020,HEALTH INSURANCE RESERVE,CENTRAL MANAGEMENT,NA,NA,0907,0907,0,NA,1,HEALTH INSURANCE RESERVE,D,Special State Funds,1,1,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2019,0408,444,0677,0,9999,REFUGEE/ENTRANT PROGRAM,5429367,rev ioc 12.11.2019,DHS SPECIAL PURPOSE TRUST,HUMAN SERVICES,NA,NA,0408,0408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,REFUGEE/ENTRANT PROGRAM,57,Federal - Other,NA,NA,NA
2021,0907,416,0713,NA,NA,SELF INSURANCE,5380881.67,NA,HEALTH INSURANCE RESERVE,CENTRAL MANAGEMENT,D,SPECIAL STATE FUNDS,0907,0907,0,NA,1,HEALTH INSURANCE RESERVE,D,Special State Funds,1,1,SELF INSURANCE,57,Federal - Other,NA,NA,NA
2020,0081,444,0764,0,9999,INDIRECT COST REIMBURSEMENT,5349324,rev ioc 03.11.2020,VOCATIONAL REHABILITATION,HUMAN SERVICES,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2019,0913,420,1531,0,9999,DHS FEDERAL PROJECTS,5323439.46,rev ioc 12.11.2019,FEDERAL WORKFORCE TRAINING,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0913-B,0913,2,NA,1,FEDERAL WORKFORCE TRAINING,D,Special State Funds,1,1,DHS FEDERAL PROJECTS,57,Federal - Other,NA,NA,NA
2019,0470,350,0607,0,9999,DEPARTMENT OF EDUCATION-FED,5276363.13,rev ioc 12.11.2019,LIBRARY SERVICES,SECRETARY OF STATE,NA,NA,0470,0470,0,NA,1,LIBRARY SERVICES,G,Federal Trust Funds,1,1,DEPARTMENT OF EDUCATION-FED,57,Federal - Other,NA,NA,NA
2021,0011,494,1790,NA,NA,IEMA-FEMA,5212801.15,NA,ROAD,TRANSPORTATION,B,HIGHWAY FUNDS,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,IEMA-FEMA,59,Federal Transportation,NA,NA,NA
2021,0927,466,0604,NA,NA,"DEFENSE,DEPARTMENT OF",5157014.34,NA,IL NATNL GUARD ARMORY CONSTR,MILITARY AFFAIRS,D,SPECIAL STATE FUNDS,0927,0927,0,NA,1,IL NATNL GUARD ARMORY CONSTR,D,Special State Funds,1,1,"DEFENSE,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0730,466,1790,NA,NA,IEMA-FEMA,5148187.71,NA,IL NAT GUARD ST ACTIVE DUTY,MILITARY AFFAIRS,NA,NA,0730-B,0730,2,NA,1,IL NAT GUARD ST ACTIVE DUTY,I,State Trust Funds,1,1,IEMA-FEMA,57,Federal - Other,NA,NA,NA
2021,0220,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,5072089,NA,DCFS CHILDREN'S SERVICES,HEALTHCARE & FAMILY SERVICES,D,SPECIAL STATE FUNDS,0220,0220,0,NA,1,DCFS CHILDREN'S SERVICES,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2022,0333,466,0597,NA,NA,ARMY/NAVY-MILITARY YOUTH COR,5032488.27,NA,FEDERAL SUPPORT AGREEMENT REV,MILITARY AFFAIRS,NA,NA,0333,0333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,ARMY/NAVY-MILITARY YOUTH COR,57,Federal - Other,NA,NA,NA
2019,0081,444,0764,0,9999,INDIRECT COST REIMBURSEMENT,4994446,rev ioc 12.11.2019,VOCATIONAL REHABILITATION,HUMAN SERVICES,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2020,0509,478,0618,0,9999,HEALTH AND HUMAN SERVICES,4991247,rev ioc 03.11.2020,DHS COMMUNITY SERVICES,HEALTHCARE & FAMILY SERVICES,NA,NA,0509-B,0509,2,NA,1,DHS COMMUNITY SERVICES,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
2022,0272,497,0653,NA,NA,VETERAN'S ADMINISTRATION,4973267.34,NA,LASALLE VETERANS HOME,VETERANS' AFFAIRS,NA,NA,0272,0272,0,NA,1,LASALLE VETERANS HOME,D,Special State Funds,1,1,VETERAN'S ADMINISTRATION,57,Federal - Other,NA,NA,NA
2019,0907,416,2104,0,9999,MEDICARE PART D,4969123.05,rev ioc 12.11.2019,HEALTH INSURANCE RESERVE,CENTRAL MANAGEMENT,NA,NA,0907,0907,0,NA,1,HEALTH INSURANCE RESERVE,D,Special State Funds,1,1,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2020,0470,350,0607,0,9999,DEPARTMENT OF EDUCATION-FED,4824435.14,rev ioc 03.11.2020,LIBRARY SERVICES,SECRETARY OF STATE,NA,NA,0470,0470,0,NA,1,LIBRARY SERVICES,G,Federal Trust Funds,1,1,DEPARTMENT OF EDUCATION-FED,57,Federal - Other,NA,NA,NA
2021,0894,422,0626,NA,NA,"INTERIOR, DEPARTMENT OF",4803929.67,NA,DNR FEDERAL PROJECTS,"NATURAL RESOURCES",G,FEDERAL TRUST FUNDS,0894,0894,0,NA,1,DNR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0333,466,0597,0,9999,ARMY/NAVY-MILITARY YOUTH COR,4758018.44,rev ioc 03.11.2020,FEDERAL SUPPORT AGREEMENT REV,MILITARY AFFAIRS,NA,NA,0333,0333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,ARMY/NAVY-MILITARY YOUTH COR,57,Federal - Other,NA,NA,NA
2020,0875,420,0752,0,9999,FEDERAL PROGRAM INCOME,4698075.7,rev ioc 03.11.2020,COM DEV/SMALL CITY BLK GRANT,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0875,0875,0,NA,1,COM DEV&SMALL CITY BLK GRANT,G,Federal Trust Funds,1,1,FEDERAL PROGRAM INCOME,57,Federal - Other,NA,NA,NA
